SKU,Supplier_Name,Lead_Time_Days,Monsoon_Lead_Time_Days,Contact_Person,Phone_Number
GOA-CASHEW-1709,South-Goa Foods,4,9,Ricardo Pinto,+91 71814 86133
GOA-GRAIN-1710,Coastal Foods,4,7,Vikram Kulkarni,+91 87326 85390
GOA-SNACK-1711,South-Goa Foods,3,6,Rahul Pinto,+91 77442 89793
GOA-OIL-1712,Sahyadri Logistics,4,8,Priya Naik,+91 89755 87829
GOA-OIL-1713,South-Goa Logistics,4,7,Sanjay D'Souza,+91 85371 64009
GOA-SPICE-1714,Zuari Agro Traders,3,7,Priya Naik,+91 70719 82357
GOA-CASHEW-1715,Sahyadri Logistics,2,5,Rahul Prabhu,+91 79729 12598
GOA-KOKUM-1716,Mandovi Agro Traders,3,7,Ricardo Pinto,+91 82083 14366
GOA-SNACK-1717,South-Goa Distributors,3,7,Priya D'Souza,+91 76780 79862
GOA-FENI-1718,Coastal Industries,2,6,Amit Fernandes,+91 72528 96953
GOA-GRAIN-1719,North-Goa Agro Traders,4,9,Ricardo Pinto,+91 92733 24383
GOA-FENI-1720,Coastal Agro Traders,3,6,Priya Kulkarni,+91 96378 46330
GOA-SPICE-1721,South-Goa Agro Traders,3,7,Anjali Sawant,+91 75170 40627
GOA-DAIRY-1722,Sahyadri Industries,4,8,Amit Fernandes,+91 80267 41610
GOA-FENI-1723,Mandovi Logistics,3,5,Anjali Gomes,+91 91286 78716
GOA-GRAIN-1724,Zuari Logistics,4,6,Amit Prabhu,+91 94330 43760
GOA-SPICE-1725,North-Goa Foods,3,7,Maria Prabhu,+91 74713 18628
GOA-SPICE-1726,Sahyadri Foods,4,8,Anjali Gomes,+91 70881 76019
GOA-SPICE-1727,Sahyadri Distributors,3,5,Sunil Kulkarni,+91 93292 55433
GOA-OIL-1728,Sahyadri Agro Traders,4,9,Anjali Gomes,+91 93488 40243
GOA-FENI-1729,South-Goa Distributors,2,7,Vikram D'Souza,+91 86197 17706
GOA-OIL-1730,Coastal Distributors,2,6,Rahul Gomes,+91 81976 23262
GOA-KOKUM-1731,South-Goa Logistics,4,6,Maria Naik,+91 99868 98053
GOA-OIL-1732,South-Goa Industries,4,7,Vikram Naik,+91 79279 21168
GOA-FENI-1733,Mandovi Foods,3,6,Anjali D'Souza,+91 95430 68374
GOA-SNACK-1734,North-Goa Agro Traders,3,8,Amit Naik,+91 81970 21255
GOA-SNACK-1735,North-Goa Distributors,4,6,Amit Kulkarni,+91 73624 86214
GOA-OIL-1736,North-Goa Agro Traders,3,8,Sunil Kulkarni,+91 74633 58487
GOA-GRAIN-1737,Sahyadri Foods,2,4,Maria Kulkarni,+91 70234 40795
GOA-OIL-1738,Mandovi Foods,4,8,Sanjay Prabhu,+91 75937 82527
GOA-CASHEW-1739,South-Goa Industries,4,6,Ricardo Prabhu,+91 89827 77646
GOA-BEV-1740,Coastal Logistics,2,5,Anjali D'Souza,+91 81942 53146
GOA-OIL-1741,Mandovi Industries,4,7,Deepa Gomes,+91 82660 16245
GOA-GRAIN-1742,Mandovi Industries,4,7,Amit Kulkarni,+91 73892 15626
GOA-MANGO-1743,Sahyadri Logistics,2,4,Sanjay Pinto,+91 94102 96318
GOA-BEV-1744,Zuari Agro Traders,2,6,Deepa Fernandes,+91 90721 43913
GOA-FENI-1745,North-Goa Foods,4,9,Sanjay Fernandes,+91 78813 79920
GOA-BEV-1746,Zuari Agro Traders,3,6,Ricardo Prabhu,+91 94601 90666
GOA-GRAIN-1747,North-Goa Logistics,2,4,Ricardo Kulkarni,+91 91665 35087
GOA-CASHEW-1748,Sahyadri Foods,2,6,Rahul Sawant,+91 78847 49384
GOA-KOKUM-1749,Sahyadri Foods,3,7,Sanjay Pinto,+91 83511 29989
GOA-OIL-1750,Coastal Agro Traders,4,6,Sunil Sawant,+91 76829 81872
GOA-SPICE-1751,Mandovi Agro Traders,3,8,Priya Naik,+91 98085 64834
GOA-SNACK-1752,Mandovi Logistics,4,8,Vikram Sawant,+91 96484 28185
GOA-MANGO-1753,North-Goa Agro Traders,2,6,Ricardo Fernandes,+91 98959 27557
GOA-MANGO-1754,Coastal Industries,3,6,Vikram Pinto,+91 71519 58698
GOA-GRAIN-1755,South-Goa Logistics,3,6,Sanjay Prabhu,+91 73696 68981
GOA-FENI-1756,Sahyadri Industries,2,7,Anjali Pinto,+91 97185 24785
GOA-MANGO-1757,Coastal Industries,4,6,Maria Pinto,+91 87351 85481
GOA-GRAIN-1758,Sahyadri Foods,2,4,Deepa Prabhu,+91 84559 66769
GOA-GRAIN-1759,Sahyadri Logistics,3,8,Sunil Pinto,+91 87315 66550
GOA-KOKUM-1760,South-Goa Agro Traders,3,6,Ricardo Fernandes,+91 83820 58876
GOA-BEV-1761,Mandovi Industries,4,6,Deepa D'Souza,+91 85908 49679
GOA-SPICE-1762,Coastal Logistics,2,5,Rahul Sawant,+91 95779 82977
GOA-GRAIN-1763,Mandovi Foods,4,9,Ricardo D'Souza,+91 83467 60198
GOA-CASHEW-1764,Mandovi Distributors,2,7,Maria Sawant,+91 79188 98046
GOA-DAIRY-1765,Zuari Logistics,2,6,Sunil Fernandes,+91 96894 44946
GOA-CASHEW-1766,North-Goa Distributors,3,6,Sanjay Sawant,+91 92040 35555
GOA-MANGO-1767,Mandovi Distributors,4,7,Sanjay Fernandes,+91 74517 34636
GOA-MANGO-1768,Sahyadri Industries,3,7,Rahul Prabhu,+91 86852 97980
GOA-GRAIN-1769,North-Goa Industries,4,6,Vikram Fernandes,+91 88195 50049
GOA-SNACK-1770,Sahyadri Distributors,3,6,Anjali Sawant,+91 95867 46003
GOA-SNACK-1771,Mandovi Agro Traders,2,7,Rahul Gomes,+91 94329 56144
GOA-OIL-1772,North-Goa Logistics,2,4,Rahul Kulkarni,+91 94164 57493
GOA-BEV-1773,Coastal Foods,3,8,Priya Prabhu,+91 77468 92136
GOA-KOKUM-1774,Zuari Logistics,4,8,Ricardo Fernandes,+91 82401 37756
GOA-GRAIN-1775,North-Goa Foods,3,5,Rahul Prabhu,+91 82036 30436
GOA-DAIRY-1776,Sahyadri Foods,2,5,Rahul Prabhu,+91 82912 50442
GOA-KOKUM-1777,North-Goa Agro Traders,4,7,Deepa Naik,+91 87799 26962
GOA-OIL-1778,South-Goa Distributors,2,4,Sunil Gomes,+91 79677 22445
GOA-KOKUM-1779,Sahyadri Distributors,2,6,Anjali D'Souza,+91 75198 77776
GOA-FENI-1780,Mandovi Foods,4,6,Sanjay Prabhu,+91 78380 15976
GOA-FENI-1781,Mandovi Agro Traders,3,7,Anjali Fernandes,+91 75290 65403
GOA-FENI-1782,Zuari Agro Traders,4,7,Priya Pinto,+91 84252 41059
GOA-BEV-1783,Sahyadri Agro Traders,2,5,Sanjay Kulkarni,+91 95403 62665
GOA-MANGO-1784,South-Goa Logistics,3,6,Ricardo Kulkarni,+91 70861 51559
GOA-KOKUM-1785,Sahyadri Industries,4,6,Rahul Kulkarni,+91 92005 76664
GOA-SPICE-1786,Sahyadri Agro Traders,2,7,Deepa Sawant,+91 93593 53392
GOA-GRAIN-1787,North-Goa Industries,4,6,Rahul Kulkarni,+91 99730 86205
GOA-OIL-1788,Sahyadri Foods,3,6,Rahul Sawant,+91 70710 87061
GOA-SNACK-1789,Sahyadri Distributors,3,5,Maria Kulkarni,+91 95653 11074
GOA-SPICE-1790,Coastal Industries,3,8,Priya Kulkarni,+91 84410 12567
GOA-MANGO-1791,North-Goa Logistics,3,7,Deepa Sawant,+91 81803 57088
GOA-FENI-1792,South-Goa Agro Traders,3,8,Rahul Pinto,+91 80825 75912
GOA-SNACK-1793,Mandovi Agro Traders,4,7,Anjali Naik,+91 72466 35351
GOA-DAIRY-1794,Zuari Foods,4,7,Vikram D'Souza,+91 82675 67846
GOA-BEV-1795,Sahyadri Agro Traders,4,9,Deepa D'Souza,+91 87558 68854
GOA-FENI-1796,Coastal Agro Traders,3,6,Amit D'Souza,+91 70514 43696
GOA-DAIRY-1797,Sahyadri Industries,3,8,Ricardo Prabhu,+91 87334 95330
GOA-KOKUM-1798,South-Goa Foods,4,8,Deepa D'Souza,+91 87688 83163
GOA-BEV-1799,Zuari Logistics,4,9,Ricardo Naik,+91 85254 39522
GOA-CASHEW-1800,Zuari Foods,4,6,Maria Kulkarni,+91 91381 71557
GOA-SPICE-1801,Coastal Industries,4,8,Deepa Kulkarni,+91 85877 75823
GOA-SPICE-1802,Coastal Distributors,4,9,Sanjay Gomes,+91 72948 53622
GOA-SNACK-1803,North-Goa Agro Traders,4,9,Maria Pinto,+91 73124 15320
GOA-SNACK-1804,South-Goa Distributors,4,9,Deepa Gomes,+91 96224 97306
GOA-SNACK-1805,Zuari Distributors,3,8,Ricardo Pinto,+91 74858 34500
GOA-GRAIN-1806,Coastal Foods,4,9,Vikram Kulkarni,+91 79636 59117
GOA-OIL-1807,Sahyadri Agro Traders,3,6,Sunil Kulkarni,+91 95660 21108
GOA-SNACK-1808,Coastal Industries,3,6,Sunil D'Souza,+91 97053 12484
GOA-BEV-1809,Sahyadri Agro Traders,3,8,Deepa Sawant,+91 85429 30366
GOA-KOKUM-1810,North-Goa Industries,2,5,Anjali Prabhu,+91 97075 78800
GOA-SPICE-1811,South-Goa Agro Traders,4,8,Amit Kulkarni,+91 90627 82563
GOA-GRAIN-1812,North-Goa Logistics,3,8,Sunil Kulkarni,+91 76375 11396
GOA-GRAIN-1813,Mandovi Distributors,3,8,Maria Naik,+91 85625 64929
GOA-OIL-1814,South-Goa Logistics,4,7,Vikram Pinto,+91 90812 85981
GOA-DAIRY-1815,Sahyadri Distributors,4,6,Sanjay Fernandes,+91 81618 41830
GOA-SPICE-1816,Zuari Logistics,4,7,Priya Kulkarni,+91 98856 99861
GOA-FENI-1817,Zuari Logistics,4,8,Amit Prabhu,+91 89497 44899
GOA-FENI-1818,Sahyadri Foods,4,7,Rahul D'Souza,+91 75208 45417
GOA-MANGO-1819,Coastal Agro Traders,3,6,Anjali Kulkarni,+91 85447 80415
GOA-FENI-1820,Sahyadri Distributors,2,4,Anjali Sawant,+91 83685 29201
GOA-DAIRY-1821,Coastal Industries,3,8,Deepa Kulkarni,+91 86594 84550
GOA-DAIRY-1822,South-Goa Logistics,2,4,Priya Fernandes,+91 79306 52050
GOA-SNACK-1823,Zuari Distributors,4,9,Amit Gomes,+91 70463 93443
GOA-SNACK-1824,North-Goa Industries,3,6,Sunil Prabhu,+91 84378 58334
GOA-FENI-1825,Sahyadri Logistics,4,6,Amit D'Souza,+91 76310 75620
GOA-MANGO-1826,Mandovi Foods,4,9,Priya Gomes,+91 91334 98146
GOA-CASHEW-1827,Sahyadri Distributors,3,5,Priya Sawant,+91 84261 97378
GOA-MANGO-1828,Coastal Foods,4,9,Ricardo D'Souza,+91 86272 70911
GOA-FENI-1829,Mandovi Agro Traders,3,5,Rahul D'Souza,+91 77160 89851
GOA-MANGO-1830,Mandovi Foods,3,7,Anjali Sawant,+91 87810 93239
GOA-DAIRY-1831,Mandovi Agro Traders,4,9,Anjali Prabhu,+91 75871 49268
GOA-CASHEW-1832,North-Goa Agro Traders,2,4,Rahul Fernandes,+91 83643 93395
GOA-BEV-1833,South-Goa Foods,2,5,Deepa Sawant,+91 86466 42766
GOA-DAIRY-1834,North-Goa Distributors,2,6,Anjali Kulkarni,+91 71275 41745
GOA-SNACK-1835,Zuari Agro Traders,4,9,Ricardo Kulkarni,+91 77251 97313
GOA-CASHEW-1836,Zuari Industries,3,5,Vikram Fernandes,+91 99937 16092
GOA-DAIRY-1837,Zuari Foods,3,6,Sunil Sawant,+91 70836 89908
GOA-MANGO-1838,South-Goa Agro Traders,4,9,Deepa Sawant,+91 82009 51940
GOA-DAIRY-1839,Sahyadri Industries,3,6,Deepa D'Souza,+91 98011 88691
GOA-MANGO-1840,Mandovi Logistics,4,9,Vikram D'Souza,+91 94790 25960
GOA-KOKUM-1841,Sahyadri Foods,2,5,Sanjay Prabhu,+91 76896 99875
GOA-SPICE-1842,Coastal Foods,4,7,Rahul Prabhu,+91 90628 40543
GOA-CASHEW-1843,North-Goa Industries,3,6,Deepa Kulkarni,+91 77130 50222
GOA-OIL-1844,Sahyadri Logistics,4,8,Vikram Kulkarni,+91 78162 45462
GOA-FENI-1845,Sahyadri Foods,2,7,Rahul Kulkarni,+91 86594 62555
GOA-SNACK-1846,Sahyadri Distributors,4,6,Deepa Sawant,+91 96761 55964
GOA-CASHEW-1847,South-Goa Agro Traders,3,6,Amit Sawant,+91 94689 61760
GOA-FENI-1848,South-Goa Agro Traders,3,8,Maria D'Souza,+91 99871 97732
GOA-OIL-1849,Coastal Foods,2,5,Priya Pinto,+91 84256 57694
GOA-BEV-1850,South-Goa Industries,4,7,Ricardo Sawant,+91 88788 82126
GOA-OIL-1851,Mandovi Industries,3,7,Rahul D'Souza,+91 86378 17884
GOA-SPICE-1852,South-Goa Foods,4,9,Amit Naik,+91 79309 51244
GOA-FENI-1853,South-Goa Industries,3,7,Vikram Pinto,+91 92050 52769
GOA-FENI-1854,Coastal Foods,2,5,Deepa Fernandes,+91 83307 27662
GOA-KOKUM-1855,Coastal Industries,3,7,Sunil Prabhu,+91 77550 15248
GOA-SNACK-1856,South-Goa Agro Traders,3,8,Rahul D'Souza,+91 93560 40137
GOA-KOKUM-1857,Zuari Distributors,2,4,Anjali Sawant,+91 78138 50090
GOA-DAIRY-1858,South-Goa Distributors,2,6,Priya Prabhu,+91 76850 69668
GOA-SNACK-1859,North-Goa Agro Traders,3,8,Maria Naik,+91 70628 44928
GOA-SPICE-1860,Sahyadri Agro Traders,2,7,Amit Prabhu,+91 85297 71498
GOA-FENI-1861,North-Goa Logistics,4,8,Anjali Pinto,+91 72193 97043
GOA-SNACK-1862,Coastal Industries,2,6,Deepa Gomes,+91 91901 77892
GOA-SPICE-1863,Mandovi Foods,3,7,Anjali Sawant,+91 72879 77574
GOA-CASHEW-1864,North-Goa Logistics,3,8,Anjali Pinto,+91 93972 75307
GOA-MANGO-1865,North-Goa Logistics,4,7,Sunil Fernandes,+91 83883 38868
GOA-SPICE-1866,North-Goa Foods,3,6,Priya D'Souza,+91 77255 86387
GOA-BEV-1867,Sahyadri Distributors,2,7,Rahul Fernandes,+91 98023 94101
GOA-MANGO-1868,Coastal Distributors,2,7,Deepa Kulkarni,+91 96752 92737
GOA-CASHEW-1869,South-Goa Distributors,2,5,Maria Naik,+91 83987 62981
GOA-DAIRY-1870,Coastal Foods,4,7,Sunil Gomes,+91 82769 62335
GOA-OIL-1871,North-Goa Industries,4,8,Ricardo Kulkarni,+91 78495 18228
GOA-OIL-1872,Zuari Distributors,3,7,Ricardo Gomes,+91 96071 30799
GOA-DAIRY-1873,North-Goa Distributors,4,6,Maria Kulkarni,+91 72792 91434
GOA-GRAIN-1874,South-Goa Foods,3,6,Ricardo Naik,+91 71727 69505
GOA-BEV-1875,South-Goa Agro Traders,3,7,Anjali Fernandes,+91 76511 60840
GOA-BEV-1876,Sahyadri Industries,3,5,Rahul Prabhu,+91 76735 82484
GOA-FENI-1877,Mandovi Agro Traders,3,7,Vikram Prabhu,+91 96789 51291
GOA-CASHEW-1878,Mandovi Industries,2,5,Rahul Naik,+91 86046 83486
GOA-OIL-1879,North-Goa Agro Traders,3,5,Rahul Kulkarni,+91 73232 12543
GOA-GRAIN-1880,Coastal Agro Traders,3,7,Amit Pinto,+91 88886 59309
GOA-DAIRY-1881,North-Goa Industries,4,7,Ricardo Gomes,+91 83849 10740
GOA-SPICE-1882,Sahyadri Agro Traders,2,6,Amit Gomes,+91 79414 84175
GOA-OIL-1883,Mandovi Foods,2,6,Sunil Prabhu,+91 77923 34086
GOA-CASHEW-1884,South-Goa Logistics,3,8,Anjali Naik,+91 92162 92519
GOA-FENI-1885,Zuari Distributors,3,5,Sanjay Kulkarni,+91 90737 15292
GOA-CASHEW-1886,Sahyadri Industries,2,7,Ricardo Kulkarni,+91 98312 47203
GOA-FENI-1887,North-Goa Logistics,4,7,Sanjay Kulkarni,+91 76227 36247
GOA-MANGO-1888,North-Goa Foods,4,7,Vikram Prabhu,+91 76113 56368
GOA-FENI-1889,Sahyadri Foods,3,7,Sanjay D'Souza,+91 83966 59513
GOA-CASHEW-1890,South-Goa Distributors,3,6,Rahul Fernandes,+91 78560 45884
GOA-GRAIN-1891,Coastal Agro Traders,4,7,Anjali Naik,+91 88989 30741
GOA-SNACK-1892,South-Goa Foods,3,8,Amit D'Souza,+91 96637 59113
GOA-SPICE-1893,Mandovi Industries,3,5,Priya Fernandes,+91 80954 17304
GOA-KOKUM-1894,South-Goa Foods,3,7,Sunil Fernandes,+91 90308 77391
GOA-KOKUM-1895,South-Goa Industries,3,5,Rahul Gomes,+91 94765 68157
GOA-MANGO-1896,Coastal Industries,2,7,Priya D'Souza,+91 81279 74080
GOA-MANGO-1897,Mandovi Industries,3,7,Vikram Fernandes,+91 83305 41137
GOA-MANGO-1898,Zuari Industries,3,5,Amit Sawant,+91 81223 18796
GOA-SNACK-1899,North-Goa Logistics,3,7,Maria D'Souza,+91 84845 13630
GOA-SPICE-1900,Sahyadri Logistics,3,5,Vikram Gomes,+91 75791 30260
GOA-CASHEW-1901,Coastal Foods,4,8,Priya D'Souza,+91 83854 66677
GOA-CASHEW-1902,Sahyadri Foods,3,6,Maria Kulkarni,+91 80058 31738
GOA-GRAIN-1903,Sahyadri Industries,3,5,Amit D'Souza,+91 80932 19117
GOA-MANGO-1904,Coastal Industries,4,9,Rahul Fernandes,+91 81723 57831
GOA-SPICE-1905,Sahyadri Industries,4,7,Sanjay Sawant,+91 74745 47326
GOA-FENI-1906,Mandovi Industries,2,7,Amit Kulkarni,+91 78657 54964
GOA-OIL-1907,Sahyadri Industries,4,8,Anjali Fernandes,+91 78752 90063
GOA-CASHEW-1908,Mandovi Industries,4,7,Maria Naik,+91 86266 88743
GOA-GRAIN-1909,Mandovi Industries,3,7,Deepa Prabhu,+91 86501 92880
GOA-SPICE-1910,North-Goa Agro Traders,3,6,Amit D'Souza,+91 87173 46296
GOA-OIL-1911,Zuari Distributors,2,5,Sanjay Gomes,+91 73391 30877
GOA-SNACK-1912,Sahyadri Distributors,4,8,Sanjay Naik,+91 76714 99614
GOA-KOKUM-1913,North-Goa Logistics,4,7,Rahul Naik,+91 70029 14817
GOA-FENI-1914,Zuari Industries,2,5,Priya Gomes,+91 91770 88413
GOA-BEV-1915,Sahyadri Logistics,3,8,Deepa Fernandes,+91 81185 18429
GOA-CASHEW-1916,Coastal Industries,3,5,Maria Kulkarni,+91 83122 28177
GOA-SPICE-1917,Mandovi Industries,3,6,Sanjay Gomes,+91 75801 32213
GOA-FENI-1918,Mandovi Agro Traders,4,8,Anjali Pinto,+91 80500 94236
GOA-SNACK-1919,Mandovi Distributors,2,4,Rahul Sawant,+91 85704 19273
GOA-CASHEW-1920,Sahyadri Foods,2,5,Maria Fernandes,+91 73116 16897
GOA-FENI-1921,North-Goa Industries,2,7,Vikram Gomes,+91 98738 24417
GOA-GRAIN-1922,Coastal Logistics,2,5,Priya Fernandes,+91 86338 29148
GOA-FENI-1923,South-Goa Foods,2,6,Maria Gomes,+91 82904 62424
GOA-SPICE-1924,Coastal Logistics,2,4,Anjali D'Souza,+91 82567 84549
GOA-GRAIN-1925,Zuari Logistics,2,4,Sanjay Sawant,+91 87317 55308
GOA-OIL-1926,South-Goa Agro Traders,4,9,Maria Sawant,+91 98606 52859
GOA-BEV-1927,South-Goa Agro Traders,3,6,Anjali Kulkarni,+91 94862 62222
GOA-OIL-1928,Coastal Distributors,2,7,Maria Fernandes,+91 77056 43444
GOA-MANGO-1929,Zuari Industries,2,6,Ricardo Fernandes,+91 81410 53506
GOA-KOKUM-1930,Mandovi Agro Traders,2,6,Deepa Fernandes,+91 92769 81987
GOA-KOKUM-1931,South-Goa Logistics,2,4,Ricardo Gomes,+91 88967 59109
GOA-BEV-1932,Sahyadri Logistics,2,5,Maria Sawant,+91 71898 82111
GOA-GRAIN-1933,Mandovi Industries,3,6,Rahul Pinto,+91 74374 17002
GOA-MANGO-1934,Coastal Distributors,2,7,Maria Prabhu,+91 90203 68195
GOA-CASHEW-1935,Zuari Logistics,3,7,Deepa Prabhu,+91 97210 24366
GOA-MANGO-1936,South-Goa Agro Traders,2,7,Rahul Sawant,+91 86871 30459
GOA-MANGO-1937,South-Goa Agro Traders,4,7,Vikram Gomes,+91 75541 76962
GOA-MANGO-1938,South-Goa Distributors,4,8,Maria D'Souza,+91 96785 44415
GOA-SPICE-1939,Coastal Industries,2,5,Anjali Fernandes,+91 72119 44654
GOA-SPICE-1940,North-Goa Industries,4,8,Sanjay Fernandes,+91 78512 50966
GOA-OIL-1941,South-Goa Distributors,4,8,Vikram Fernandes,+91 74530 68941
GOA-FENI-1942,Mandovi Foods,4,8,Rahul Gomes,+91 86202 22516
GOA-DAIRY-1943,Coastal Distributors,4,6,Deepa D'Souza,+91 91955 96876
GOA-FENI-1944,Zuari Industries,4,6,Vikram D'Souza,+91 75698 26271
GOA-FENI-1945,Zuari Logistics,3,8,Anjali Pinto,+91 84167 93920
GOA-FENI-1946,Zuari Logistics,2,7,Vikram Sawant,+91 82908 22584
GOA-KOKUM-1947,Mandovi Distributors,3,7,Ricardo Gomes,+91 81819 50543
GOA-MANGO-1948,Mandovi Agro Traders,4,6,Sanjay Pinto,+91 94998 49067
GOA-CASHEW-1949,North-Goa Foods,2,4,Sunil D'Souza,+91 86443 37163
GOA-MANGO-1950,Sahyadri Agro Traders,4,8,Priya Kulkarni,+91 77342 11326
GOA-DAIRY-1951,North-Goa Foods,2,4,Vikram Kulkarni,+91 90888 56838
GOA-CASHEW-1952,South-Goa Foods,4,6,Anjali Gomes,+91 81806 36938
GOA-MANGO-1953,South-Goa Industries,2,4,Sanjay Gomes,+91 82795 54419
GOA-SNACK-1954,Coastal Foods,4,7,Sunil Gomes,+91 82005 39997
GOA-CASHEW-1955,Coastal Distributors,4,6,Maria Gomes,+91 91454 84522
GOA-MANGO-1956,Zuari Agro Traders,3,8,Maria Naik,+91 86288 84446
GOA-SPICE-1957,South-Goa Agro Traders,4,9,Anjali Pinto,+91 96869 79665
GOA-KOKUM-1958,North-Goa Logistics,4,8,Priya Sawant,+91 76161 19078
GOA-DAIRY-1959,South-Goa Agro Traders,4,6,Sunil Pinto,+91 75271 35885
GOA-CASHEW-1960,Zuari Foods,4,8,Anjali Pinto,+91 72135 23007
GOA-KOKUM-1961,Coastal Distributors,3,8,Rahul Sawant,+91 93050 66903
GOA-SPICE-1962,Coastal Distributors,2,7,Sanjay Fernandes,+91 84292 21544
GOA-SNACK-1963,Mandovi Industries,3,7,Maria Fernandes,+91 94829 75934
GOA-GRAIN-1964,Coastal Logistics,3,8,Deepa D'Souza,+91 89696 50568
GOA-CASHEW-1965,North-Goa Logistics,4,8,Priya Gomes,+91 92670 72864
GOA-SNACK-1966,Zuari Agro Traders,4,6,Sunil Gomes,+91 93918 41203
GOA-BEV-1967,North-Goa Agro Traders,4,9,Ricardo Kulkarni,+91 74101 49154
GOA-SPICE-1968,Mandovi Distributors,2,7,Maria Fernandes,+91 90520 76219
GOA-FENI-1969,Mandovi Agro Traders,3,6,Priya Fernandes,+91 84372 40569
GOA-DAIRY-1970,Mandovi Foods,2,7,Anjali D'Souza,+91 92020 65984
GOA-MANGO-1971,South-Goa Foods,3,5,Maria Pinto,+91 78366 65951
GOA-SPICE-1972,Sahyadri Foods,4,6,Maria Gomes,+91 96621 65517
GOA-DAIRY-1973,South-Goa Agro Traders,4,7,Amit Fernandes,+91 78255 73465
GOA-BEV-1974,South-Goa Industries,4,6,Vikram D'Souza,+91 70820 89754
GOA-CASHEW-1975,Sahyadri Agro Traders,2,7,Rahul Sawant,+91 82941 56928
GOA-SNACK-1976,South-Goa Industries,2,5,Rahul Kulkarni,+91 90645 78485
GOA-OIL-1977,South-Goa Agro Traders,4,6,Ricardo Prabhu,+91 89896 17592
GOA-KOKUM-1978,Sahyadri Industries,3,6,Ricardo Naik,+91 75846 63095
GOA-SNACK-1979,North-Goa Distributors,4,6,Ricardo Gomes,+91 75553 27377
GOA-KOKUM-1980,North-Goa Agro Traders,3,6,Amit Sawant,+91 73673 30310
GOA-OIL-1981,South-Goa Foods,4,7,Vikram Gomes,+91 99563 26016
GOA-BEV-1982,Coastal Agro Traders,4,9,Vikram Fernandes,+91 86145 30350
GOA-FENI-1983,Zuari Foods,2,7,Amit Gomes,+91 74816 62918
GOA-BEV-1984,North-Goa Foods,3,7,Sunil Pinto,+91 90339 39652
GOA-DAIRY-1985,Coastal Logistics,3,7,Rahul Sawant,+91 76436 89849
GOA-OIL-1986,North-Goa Agro Traders,2,6,Vikram Fernandes,+91 84948 56151
GOA-MANGO-1987,Mandovi Agro Traders,2,7,Amit Kulkarni,+91 88868 43465
GOA-GRAIN-1988,Mandovi Distributors,3,6,Amit Prabhu,+91 75400 50714
GOA-BEV-1989,Mandovi Agro Traders,4,6,Anjali Fernandes,+91 80643 38825
GOA-GRAIN-1990,South-Goa Foods,2,5,Anjali Naik,+91 85352 50719
GOA-DAIRY-1991,Coastal Foods,4,9,Sanjay Pinto,+91 98891 19694
GOA-SPICE-1992,Mandovi Foods,4,9,Sunil Kulkarni,+91 73576 90080
GOA-SPICE-1993,South-Goa Agro Traders,2,4,Priya Sawant,+91 85054 27054
GOA-DAIRY-1994,Coastal Distributors,2,7,Amit Prabhu,+91 83623 33595
GOA-OIL-1995,South-Goa Logistics,2,6,Anjali Fernandes,+91 91232 34138
GOA-CASHEW-1996,South-Goa Logistics,4,7,Sunil Fernandes,+91 97232 28001
GOA-FENI-1997,North-Goa Agro Traders,2,4,Deepa Gomes,+91 75704 11376
GOA-KOKUM-1998,Zuari Distributors,2,7,Anjali Pinto,+91 86581 37370
GOA-SNACK-1999,Coastal Agro Traders,3,8,Sanjay Fernandes,+91 70016 25271
GOA-BEV-2000,Zuari Foods,4,7,Sunil Naik,+91 79221 71243
GOA-SPICE-2001,Mandovi Industries,2,6,Sanjay Fernandes,+91 87861 33443
GOA-BEV-2002,Zuari Foods,4,9,Ricardo Fernandes,+91 72316 90778
GOA-FENI-2003,Sahyadri Agro Traders,2,4,Priya Naik,+91 96540 66400
GOA-CASHEW-2004,Sahyadri Logistics,4,7,Sanjay Gomes,+91 96906 48107
GOA-BEV-2005,North-Goa Logistics,3,7,Sanjay Naik,+91 84662 15312
GOA-GRAIN-2006,Coastal Industries,4,6,Vikram Prabhu,+91 92573 20034
GOA-GRAIN-2007,South-Goa Agro Traders,3,7,Ricardo Prabhu,+91 78705 26789
GOA-OIL-2008,Sahyadri Industries,3,6,Ricardo Naik,+91 76208 84388
GOA-KOKUM-2009,South-Goa Foods,2,6,Vikram Sawant,+91 81461 85602
GOA-KOKUM-2010,Coastal Agro Traders,4,9,Deepa Fernandes,+91 71858 98252
GOA-CASHEW-2011,South-Goa Foods,3,5,Rahul Sawant,+91 77623 58853
GOA-CASHEW-2012,Mandovi Logistics,2,7,Deepa D'Souza,+91 75742 14036
GOA-SPICE-2013,Zuari Agro Traders,3,8,Sanjay Prabhu,+91 95326 12815
GOA-OIL-2014,North-Goa Logistics,4,8,Amit Sawant,+91 92302 55328
GOA-SNACK-2015,North-Goa Industries,4,9,Ricardo Kulkarni,+91 85198 19592
GOA-SNACK-2016,Zuari Logistics,4,8,Vikram Naik,+91 85300 74574
GOA-DAIRY-2017,Mandovi Agro Traders,3,7,Rahul Sawant,+91 78693 81601
GOA-SNACK-2018,Mandovi Foods,3,8,Ricardo Prabhu,+91 84890 56977
GOA-FENI-2019,North-Goa Logistics,2,6,Anjali Pinto,+91 74222 12195
GOA-CASHEW-2020,Mandovi Industries,2,7,Ricardo Fernandes,+91 73596 95955
